npi,communityId,from_npi,providername,grouping,classification,specialization,to_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,specialization_cleaned
1700933504,1359,1700933504,KENNETH MONAHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1598738205,VANDERBILT STALLWORTH REHABILITATION HOSPITAL LP,59,60,37.417,56.145,Cardiovascular Disease
1700933504,1359,1700933504,KENNETH MONAHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,2301,2631,5.029,16.616,Cardiovascular Disease
1700959871,1340,1700959871,ROBERT QUINN,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",110,147,39.442,46.465,Internal Medicine
1700959871,1340,1700959871,ROBERT QUINN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,78,122,45.139,45.083,Internal Medicine
1700978129,1359,1700978129,WILLIAM SPICKARD,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,215,418,0.584,3.366,Internal Medicine
1710008651,1337,1710008651,TOMMY WOOD,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",471,1718,0.066,2.75,Pulmonary Disease
1710008651,1337,1710008651,TOMMY WOOD,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",56,58,49.948,61.935,Pulmonary Disease
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1861479545,MAURY REGIONAL HOSPITAL,105,182,22.324,50.098,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",52,77,19.701,39.573,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,42,51,40.706,61.083,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,71,104,32.635,50.795,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",472,1341,5.048,19.968,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",82,107,14.794,30.565,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1750328852,"HCA HEALTH SERVICES OF TENNESSEE, INC.",21,64,3.781,16.748,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,57,88,24.932,55.703,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,68,109,36.55,52.786,Nephrology
1710032255,1340,1710032255,DOUGLAS LINFERT,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,90,143,42.476,53.481,Nephrology
1710058136,1349,1710058136,DEBORAH GOLDSMITH,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1861479545,MAURY REGIONAL HOSPITAL,228,1174,0.373,3.704,Infectious Disease
1710086152,1359,1710086152,DAVID MORGAN,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,370,776,1.247,8.441,Hematology & Oncology
1710100656,1353,1710100656,LEAH CORDOVEZ,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,35,54,29.963,40.416,Internal Medicine
1710100656,1353,1710100656,LEAH CORDOVEZ,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,136,208,20.731,37.845,Internal Medicine
1710100656,1353,1710100656,LEAH CORDOVEZ,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,48,75,45.0,59.035,Internal Medicine
1710115159,1359,1710115159,SANDIP ZALAWADIYA,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,810,1075,4.354,13.632,Advanced Heart Failure and Transplant Cardiology
1710177654,1359,1710177654,NISHITHA REDDY,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,392,910,0.577,4.273,Hematology & Oncology
1710270194,1359,1710270194,BENJAMIN TILLMAN,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,120,167,4.353,22.275,Hematology & Oncology
1710920467,1374,1710920467,TIMOTHY FISHER,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,37,51,25.529,37.495,Adult Medicine
1710920467,1374,1710920467,TIMOTHY FISHER,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",186,356,17.947,29.888,Adult Medicine
1710920467,1374,1710920467,TIMOTHY FISHER,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",43,53,19.547,21.121,Adult Medicine
1710968037,1337,1710968037,RICHARD PAK,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",192,255,31.361,42.522,Family Medicine
1710975248,1332,1710975248,JIAN WEI,Allopathic & Osteopathic Physicians,Family Medicine,,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",38,56,31.036,43.797,Family Medicine
1710998760,1359,1710998760,LESLIE CROFFORD,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,76,149,0.678,3.956,Rheumatology
1720020761,1349,1720020761,WILLIAM MEEKER,Allopathic & Osteopathic Physicians,Family Medicine,,1861479545,MAURY REGIONAL HOSPITAL,239,317,0.0,0.0,Family Medicine
1720029101,1336,1720029101,ALISON KUCICH,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,94,171,17.117,39.052,Family Medicine
1720029101,1336,1720029101,ALISON KUCICH,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,49,87,26.368,43.013,Family Medicine
1720033038,1359,1720033038,ADEL SALEH,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,35,68,26.235,41.117,Nephrology
1720034127,1336,1720034127,LISA KELLOGG,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,111,176,16.034,29.918,Family Medicine
1720034127,1336,1720034127,LISA KELLOGG,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,48,74,31.203,42.446,Family Medicine
1720079114,1334,1720079114,JAYESH PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,193,247,6.3,26.865,Infectious Disease
1720079114,1334,1720079114,JAYESH PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,148,175,12.063,41.004,Infectious Disease
1720079114,1334,1720079114,JAYESH PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",84,84,4.607,17.356,Infectious Disease
1720144454,1353,1720144454,PAUL MCNABB,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1780778969,SAINT THOMAS WEST HOSPITAL,136,303,5.683,27.221,Infectious Disease
1720158868,1340,1720158868,DAVID EDWARDS,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",219,315,35.413,63.404,Internal Medicine
1720181738,1340,1720181738,HAROLD LICKEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",123,198,15.232,30.948,Internal Medicine
1720181738,1340,1720181738,HAROLD LICKEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,35,60,29.6,35.586,Internal Medicine
1720195878,1374,1720195878,CHRIS INGRAHAM,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,39,62,25.823,32.753,Family Medicine
1720203417,1359,1720203417,NATHAN BRUMMEL,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,74,75,5.627,10.378,Pulmonary Disease
1720241185,1338,1720241185,WARREN STRIBLING,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1629025648,SAINT THOMAS WEST HOSPITAL,477,1289,1.978,13.411,Advanced Heart Failure and Transplant Cardiology
1720241185,1338,1720241185,WARREN STRIBLING,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1780778969,SAINT THOMAS WEST HOSPITAL,71,79,43.911,57.626,Advanced Heart Failure and Transplant Cardiology
1720241185,1338,1720241185,WARREN STRIBLING,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,251,568,4.618,20.164,Advanced Heart Failure and Transplant Cardiology
1720241185,1338,1720241185,WARREN STRIBLING,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,38,50,44.34,53.555,Advanced Heart Failure and Transplant Cardiology
1720241318,1334,1720241318,KRISTIN GAFFNEY,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,200,434,5.68,24.878,Gastroenterology
1720241318,1334,1720241318,KRISTIN GAFFNEY,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,196,416,9.096,30.234,Gastroenterology
1720282205,1359,1720282205,WALEED KHALAF,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,66,97,15.206,30.333,Hematology & Oncology
1720282205,1359,1720282205,WALEED KHALAF,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1669567897,NORTHCREST MEDICAL CENTER,113,295,13.759,31.265,Hematology & Oncology
1720282205,1359,1720282205,WALEED KHALAF,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,338,1482,0.626,5.164,Hematology & Oncology
1720284086,1359,1720284086,DOUGLAS BRINKLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1062,1308,4.567,13.98,Advanced Heart Failure and Transplant Cardiology
1720340193,1337,1720340193,FRANK KURZYNSKE,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",212,387,13.767,29.124,Internal Medicine
1720371594,1374,1720371594,ANNA FULLER,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,176,309,0.003,0.057,Internal Medicine
1720493927,1336,1720493927,AMANDA ZIMMERMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,428,823,0.0,0.0,Internal Medicine
1730102278,1374,1730102278,J. BECKMAN,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,94,140,39.793,48.771,Family Medicine
1730102278,1374,1730102278,J. BECKMAN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,42,77,28.662,38.954,Family Medicine
1730114315,1336,1730114315,HAROON KHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",80,93,41.247,62.997,Infectious Disease
1730114315,1336,1730114315,HAROON KHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,101,137,1.131,9.591,Infectious Disease
1730114315,1336,1730114315,HAROON KHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,104,160,4.7,19.942,Infectious Disease
1730114315,1336,1730114315,HAROON KHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",53,73,37.356,68.214,Infectious Disease
1730114315,1336,1730114315,HAROON KHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,375,638,8.85,28.874,Infectious Disease
1730115981,1359,1730115981,ROHIT PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1629025648,SAINT THOMAS WEST HOSPITAL,68,80,43.625,50.378,Medical Oncology
1730115981,1359,1730115981,ROHIT PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",105,139,39.46,51.047,Medical Oncology
1730115981,1359,1730115981,ROHIT PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1780778969,SAINT THOMAS WEST HOSPITAL,35,57,23.421,41.023,Medical Oncology
1730115981,1359,1730115981,ROHIT PATEL,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,166,292,32.068,44.153,Medical Oncology
1730126574,1340,1730126574,FERNANDO ESTRELLA,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",438,781,0.0,0.0,Internal Medicine
1730126574,1340,1730126574,FERNANDO ESTRELLA,Allopathic & Osteopathic Physicians,Internal Medicine,,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",55,58,25.69,56.632,Internal Medicine
1730145640,1338,1730145640,SAM KAYSER,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,203,314,39.911,50.251,Internal Medicine
1730145640,1338,1730145640,SAM KAYSER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,59,97,42.866,41.168,Internal Medicine
1730224320,1337,1730224320,MAURICE BARNES,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",234,425,8.071,31.798,Gastroenterology
1730236613,1338,1730236613,SEAN CASEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,29,51,28.765,44.898,Internal Medicine
1730236613,1338,1730236613,SEAN CASEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,24,57,33.105,45.478,Internal Medicine
1730241084,1337,1730241084,JOCELYNE MILLER,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,184,365,15.364,43.449,Gastroenterology
1730241159,1374,1730241159,THOMAS NEDUMTHOTTATHIL,Allopathic & Osteopathic Physicians,Internal Medicine,,1932170750,SHELBYVILLE HOSPITAL COMPANY LLC,393,632,14.017,40.777,Internal Medicine
1730276874,1359,1730276874,CATHERINE LINN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,332,714,7.381,18.816,Internal Medicine
1730292913,1374,1730292913,JAMES HAYES,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,68,102,33.912,36.89,Family Medicine
1730292913,1374,1730292913,JAMES HAYES,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,58,46.966,46.347,Family Medicine
1730295742,1359,1730295742,ADETOLA KASSIM,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,342,1148,0.503,4.616,Hematology
1730345505,1340,1730345505,SHEFALI PARANJAPE,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",391,919,0.0,0.0,Internal Medicine
1730345505,1340,1730345505,SHEFALI PARANJAPE,Allopathic & Osteopathic Physicians,Internal Medicine,,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",53,63,16.429,27.959,Internal Medicine
1730474321,1338,1730474321,ELIZABETH LYONS,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",52,66,47.015,51.501,Rheumatology
1730474321,1338,1730474321,ELIZABETH LYONS,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1629025648,SAINT THOMAS WEST HOSPITAL,121,151,37.755,47.112,Rheumatology
1730490475,1334,1730490475,JESSICA PREST,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,191,337,18.169,35.73,Internal Medicine
1740221878,1359,1740221878,ROBERT HUDSON,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,48,81,33.37,51.177,Adult Medicine
1740240902,1349,1740240902,MICHAEL DAVIDSON,Allopathic & Osteopathic Physicians,Family Medicine,,1861479545,MAURY REGIONAL HOSPITAL,257,488,30.924,52.368,Family Medicine
1740240902,1349,1740240902,MICHAEL DAVIDSON,Allopathic & Osteopathic Physicians,Family Medicine,,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,240,542,27.173,58.344,Family Medicine
1740252642,1334,1740252642,GERARD SHU TANGYIE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,92,177,2.593,12.21,Infectious Disease
1740252642,1334,1740252642,GERARD SHU TANGYIE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",54,66,1.758,6.084,Infectious Disease
1740252642,1334,1740252642,GERARD SHU TANGYIE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1417086596,HTI MEMORIAL HOSPITAL CORPORATION,85,169,0.0,0.0,Infectious Disease
1740252642,1334,1740252642,GERARD SHU TANGYIE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,43,51,4.686,16.623,Infectious Disease
1740252642,1334,1740252642,GERARD SHU TANGYIE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1679924005,"CURAHEALTH NASHVILLE, LLC",59,148,2.824,4.46,Infectious Disease
1740258011,1349,1740258011,GAYLON HARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,583,1935,5.197,17.874,Internal Medicine
1740258011,1349,1740258011,GAYLON HARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,25,65,9.277,13.762,Internal Medicine
1740258011,1349,1740258011,GAYLON HARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,70,120,39.1,37.418,Internal Medicine
1740262104,1338,1740262104,GERTRUDE STONE,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,34,56,26.964,35.349,Internal Medicine
1740271170,1338,1740271170,MARK STUBBLEFIELD,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,85,126,37.937,52.694,Internal Medicine
1740271170,1338,1740271170,MARK STUBBLEFIELD,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,58,74,35.027,52.916,Internal Medicine
1740271170,1338,1740271170,MARK STUBBLEFIELD,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,43,73,40.466,43.789,Internal Medicine
1740271402,1338,1740271402,SEAN RYAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,220,358,31.33,50.687,Internal Medicine
1740271402,1338,1740271402,SEAN RYAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,76,94,40.372,51.447,Internal Medicine
1740271402,1338,1740271402,SEAN RYAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,74,128,34.227,40.839,Internal Medicine
1740275221,1353,1740275221,DANIEL CARMODY,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,330,646,2.777,20.926,Internal Medicine
1740275221,1353,1740275221,DANIEL CARMODY,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,43,88,16.25,53.854,Internal Medicine
1740288810,1337,1740288810,FREDERICK JUNARD,Allopathic & Osteopathic Physicians,Internal Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,119,185,0.0,0.0,Internal Medicine
1740311521,1336,1740311521,NICOLE PAIER MULLAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,77,106,38.802,64.084,Internal Medicine
1740311521,1336,1740311521,NICOLE PAIER MULLAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,120,188,15.947,38.018,Internal Medicine
1740365253,1359,1740365253,KRISTINE PHILLIPS,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,55,79,1.646,4.98,Rheumatology
1740484229,1359,1740484229,ANDREA RAMIREZ,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,45,74,1.338,6.632,"Endocrinology, Diabetes & Metabolism"
1740487305,1359,1740487305,STEPHEN WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,68,95,35.779,49.079,Internal Medicine
1740487305,1359,1740487305,STEPHEN WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",56,69,47.304,61.042,Internal Medicine
1740487305,1359,1740487305,STEPHEN WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,148,255,33.51,48.408,Internal Medicine
1750324315,1349,1750324315,BRIAN MCMURRAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,205,273,3.736,15.036,Internal Medicine
1750338539,1355,1750338539,HENRY OKAFOR,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1568551455,NASHVILLE GENERAL HOSPITAL,162,241,0.0,0.0,Cardiovascular Disease
1750368403,1374,1750368403,DENNIS PUCKETT,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,372,633,0.021,0.517,Internal Medicine
1750376786,1353,1750376786,PAUL WHEELER,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",78,178,15.843,27.785,Rheumatology
1750376786,1353,1750376786,PAUL WHEELER,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1780778969,SAINT THOMAS WEST HOSPITAL,75,253,6.332,24.941,Rheumatology
1750376786,1353,1750376786,PAUL WHEELER,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,45,69,41.435,37.214,Rheumatology
1750384780,1344,1750384780,JULIE PERRIGIN,Allopathic & Osteopathic Physicians,Family Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,235,397,17.693,36.893,Family Medicine
1750384780,1344,1750384780,JULIE PERRIGIN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,30,54,35.759,39.998,Family Medicine
1750389607,1337,1750389607,WILLIAM LITTMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",123,160,36.181,53.018,Internal Medicine
1750389607,1337,1750389607,WILLIAM LITTMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,55,62,43.145,60.07,Internal Medicine
1750389607,1337,1750389607,WILLIAM LITTMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,531,978,5.69,18.152,Internal Medicine
1750389607,1337,1750389607,WILLIAM LITTMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,75,129,30.62,37.297,Internal Medicine
1750390530,1334,1750390530,THOMAS ZIMMERMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,181,335,21.752,38.489,Internal Medicine
1750390530,1334,1750390530,THOMAS ZIMMERMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,29,57,31.105,40.461,Internal Medicine
1750394060,1359,1750394060,RALF HABERMANN,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",93,110,36.655,60.467,Geriatric Medicine
1750394060,1359,1750394060,RALF HABERMANN,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",72,88,39.398,58.237,Geriatric Medicine
